PatternName,Signal,staDevThreshold
Cartoncillo,"[-0.16133902640100808, -0.15326726656881753, -0.13193867085352215, -0.11826755407872241, -0.10944450176550977, -0.10341401420128145, -0.0989113403336846, -0.09555015057211641, -0.09295084289568463, -0.09096785029840856, -0.08867883953584732, -0.08699924129920723, -0.08533681662821824, -0.08403549961730278, -0.08241727286911188, -0.08121300066566266, -0.07983702310271058, -0.07868900160402552, -0.07731113275502845, -0.07590197425499969, -0.07481829229083087, -0.07365044834182911, -0.07235321724899801, -0.07114313969756669, -0.06972831544112601, -0.06831448975050468, -0.06648047129845307, -0.06490283627315076, -0.06318524778324297, -0.06159206047499278, -0.059989629559344865, -0.05848483649316689, -0.057210461821246006, -0.05576737838061184, -0.05449173480140137, -0.053412666351341405, -0.05242037831894292, -0.05141407056775998, -0.05065533671221536, -0.05042604735161542, -0.05043006170818226, -0.05062463046125218, -0.05080700443592056, -0.0505924033652317, -0.049533660598518464, -0.04759861429915295, -0.045479789246639826, -0.0429825148288821, -0.040441557605624685, -0.037697463918896675, -0.0348750200261721, -0.0321282440208906, -0.02964355977409824, -0.027439668709518427, -0.02542240027110533, -0.023586059901033924, -0.021825662079055858, -0.020467936161484804, -0.019553202185391094, -0.01858359115896426, -0.017815118008925105, -0.017101854727431923, -0.016264235010682443, -0.015130168500051756, -0.01404228467112456, -0.013085446107193737, -0.012321886925149081, -0.011561288998297758, -0.01077777944912417, -0.009914715204333522, -0.009206973170883105, -0.008623972369168011, -0.008177487872875337, -0.007809197829528797, -0.007283562332783097, -0.006633953017308202, -0.005817616969609731, -0.004832607054432294, -0.003705260592481383, -0.002459109274210169, -0.001137678096659694, 0.0004958226549732227, 0.002490656173541494, 0.004627723176624248, 0.006834588835362588, 0.009000207508696186, 0.011227888048351144, 0.013529679400567138, 0.015690589095514428, 0.01756067923270873, 0.01967318799681167, 0.021645886256569324, 0.023782452708310566, 0.02571469336827817, 0.027678286818002513, 0.029406828948569358, 0.031032071332665955, 0.03289606545293551, 0.034852912113074334, 0.036687919833892024, 0.038630865750327564, 0.04058153938186566, 0.04249074567053978, 0.04424417657488417, 0.04594671592148942, 0.04747669497036705, 0.04893467095084434, 0.05040681561434536, 0.05178223104323901, 0.052983335463093514, 0.05412883962855608, 0.05493987254477153, 0.05571965138311627, 0.056260087340961266, 0.056791704741208045, 0.05698698199878149, 0.05728415175499771, 0.05706959260491278, 0.056104226700907915, 0.05420222073042978, 0.05148480321962369, 0.048719584392223333, 0.04631318414043528, 0.04519852814557535, 0.045662043425992525, 0.04648670576452013, 0.04655978956965097, 0.0444984231158871, 0.04083769841157077, 0.038093291908918366, 0.03473896746616735, 0.029390300020352714, 0.024180111520237094, 0.020795114828236885, 0.017282573647586414, 0.01243397243996289, 0.0035091866669612407, -0.008771229416770412, -0.014000274756912307, -0.01092115262102782, -0.00983900711605254, -0.012168580936726719, -0.01541808208611896, -0.018386532213101027, -0.020890644342063457, -0.022861520315400383, -0.024467546990794512, -0.02572672006888814, -0.02661736710922087, -0.027418211387338905, -0.028237403541057592, -0.029168664409097312, -0.03030413819177527, -0.030864370978703936, -0.03107291247429263, -0.030925394046688197, -0.03013570937551551, -0.028852179599807282, -0.027074082604465997, -0.02472914807927672, -0.022194177183897684, -0.01960267221413741, -0.016344726677537894, -0.013178131344853393, -0.009901156068995368, -0.006439369921515653, -0.0031682156652196817, -1.1452353968467489e-05, 0.0027300746263038524, 0.004991896977933112, 0.0070570270525544595, 0.009042435664649092, 0.010814370080470552, 0.012790434034709218, 0.014605253681417015, 0.01685058419394889, 0.01922465336466586, 0.021564737065439075, 0.024054229086807412, 0.02658428804542513, 0.02874456774616826, 0.030803108759919953, 0.03317177086395676, 0.03537492192089728, 0.0375749892153457, 0.03949618310896386, 0.04202005875598148, 0.04492819465129237, 0.04855849791884634, 0.05255391852746598, 0.056968517771326214, 0.06174770212939913, 0.06651032892168339, 0.07117590979580093, 0.0757884997134085, 0.0800030837671744, 0.08367324549167691, 0.08711081435564769, 0.08992508748880394, 0.09237550456253175, 0.09517186322729337, 0.09808121245575122, 0.10139654024355708, 0.10460701399599988, 0.10704408961118227, 0.10852598320260753, 0.10892548712128813, 0.10764362707680163, 0.1055910085418652, 0.1025391509301954, 0.09867918888632331, 0.09399274208253688, 0.0888432703157812, 0.08210166044627677, 0.07395886400895167, 0.06336367466855568, 0.05214145183803016, 0.03814704245025099, 0.021608792302208843, 0.0032660496482988443, -0.016974667238950802, -0.04033372944119826, -0.06718071441022828, -0.09391393542428526]",0.08432602921564256
